법정동코드	법정동명
51130	강원특별자치도 원주시 중앙동
51130	강원특별자치도 원주시 평원동
51130	강원특별자치도 원주시 원동
51130	강원특별자치도 원주시 인동
51130	강원특별자치도 원주시 개운동
51130	강원특별자치도 원주시 명륜동
51130	강원특별자치도 원주시 단구동
51130	강원특별자치도 원주시 일산동
51130	강원특별자치도 원주시 학성동
51130	강원특별자치도 원주시 단계동
51130	강원특별자치도 원주시 우산동
51130	강원특별자치도 원주시 태장동
51130	강원특별자치도 원주시 봉산동
51130	강원특별자치도 원주시 행구동
51130	강원특별자치도 원주시 무실동
51130	강원특별자치도 원주시 관설동
51130	강원특별자치도 원주시 반곡동
51130	강원특별자치도 원주시 가현동
51130	강원특별자치도 원주시 문막읍
51130	강원특별자치도 원주시 소초면
51130	강원특별자치도 원주시 호저면
51130	강원특별자치도 원주시 지정면
51130	강원특별자치도 원주시 부론면
51130	강원특별자치도 원주시 귀래면
51130	강원특별자치도 원주시 흥업면
51130	강원특별자치도 원주시 판부면
51130	강원특별자치도 원주시 신림면
51150	강원특별자치도 강릉시
51150	강원특별자치도 강릉시 홍제동
51150	강원특별자치도 강릉시 남문동
51150	강원특별자치도 강릉시 명주동
51150	강원특별자치도 강릉시 성내동
51150	강원특별자치도 강릉시 임당동
51150	강원특별자치도 강릉시 금학동
51150	강원특별자치도 강릉시 용강동
51150	강원특별자치도 강릉시 성남동
51150	강원특별자치도 강릉시 옥천동
51150	강원특별자치도 강릉시 교동
51150	강원특별자치도 강릉시 포남동
51150	강원특별자치도 강릉시 초당동
51150	강원특별자치도 강릉시 강문동
51150	강원특별자치도 강릉시 송정동
51150	강원특별자치도 강릉시 견소동
51150	강원특별자치도 강릉시 내곡동
51150	강원특별자치도 강릉시 회산동
51150	강원특별자치도 강릉시 장현동
51150	강원특별자치도 강릉시 박월동
51150	강원특별자치도 강릉시 담산동
51150	강원특별자치도 강릉시 노암동
51150	강원특별자치도 강릉시 유산동
51150	강원특별자치도 강릉시 월호평동
51150	강원특별자치도 강릉시 신석동
51150	강원특별자치도 강릉시 입암동
51150	강원특별자치도 강릉시 청량동
51150	강원특별자치도 강릉시 두산동
51150	강원특별자치도 강릉시 학동
51150	강원특별자치도 강릉시 병산동
51150	강원특별자치도 강릉시 남항진동
51150	강원특별자치도 강릉시 유천동
51150	강원특별자치도 강릉시 지변동
51150	강원특별자치도 강릉시 죽헌동
51150	강원특별자치도 강릉시 대전동
51150	강원특별자치도 강릉시 운정동
51150	강원특별자치도 강릉시 난곡동
51150	강원특별자치도 강릉시 저동
51150	강원특별자치도 강릉시 안현동
51150	강원특별자치도 강릉시 운산동
51150	강원특별자치도 강릉시 주문진읍
51150	강원특별자치도 강릉시 성산면
51150	강원특별자치도 강릉시 왕산면
51150	강원특별자치도 강릉시 구정면
51150	강원특별자치도 강릉시 강동면
51150	강원특별자치도 강릉시 옥계면
51150	강원특별자치도 강릉시 사천면
51150	강원특별자치도 강릉시 연곡면
51170	강원특별자치도 동해시
51170	강원특별자치도 동해시 천곡동
51170	강원특별자치도 동해시 평릉동
51170	강원특별자치도 동해시 송정동
51170	강원특별자치도 동해시 용정동
51170	강원특별자치도 동해시 지흥동
51170	강원특별자치도 동해시 효가동
51170	강원특별자치도 동해시 동회동
51170	강원특별자치도 동해시 나안동
51170	강원특별자치도 동해시 쇄운동
51170	강원특별자치도 동해시 부곡동
51170	강원특별자치도 동해시 발한동
51170	강원특별자치도 동해시 북평동
51170	강원특별자치도 동해시 구미동
51170	강원특별자치도 동해시 추암동
51170	강원특별자치도 동해시 구호동
51170	강원특별자치도 동해시 단봉동
51170	강원특별자치도 동해시 지가동
51170	강원특별자치도 동해시 이도동
51170	강원특별자치도 동해시 귀운동
51170	강원특별자치도 동해시 대구동
51170	강원특별자치도 동해시 호현동
51170	강원특별자치도 동해시 내동
51170	강원특별자치도 동해시 묵호진동
51170	강원특별자치도 동해시 삼화동
51170	강원특별자치도 동해시 이기동
51170	강원특별자치도 동해시 이로동
51170	강원특별자치도 동해시 어달동
51170	강원특별자치도 동해시 대진동
51170	강원특별자치도 동해시 망상동
51170	강원특별자치도 동해시 심곡동
51170	강원특별자치도 동해시 초구동
51170	강원특별자치도 동해시 괴란동
51170	강원특별자치도 동해시 만우동
51170	강원특별자치도 동해시 신흥동
51170	강원특별자치도 동해시 비천동
51170	강원특별자치도 동해시 달방동
51190	강원특별자치도 태백시
51190	강원특별자치도 태백시 황지동
51190	강원특별자치도 태백시 장성동
51190	강원특별자치도 태백시 금천동
51190	강원특별자치도 태백시 철암동
51190	강원특별자치도 태백시 문곡동
51190	강원특별자치도 태백시 동점동
51190	강원특별자치도 태백시 소도동
51190	강원특별자치도 태백시 혈동
51190	강원특별자치도 태백시 화전동
51190	강원특별자치도 태백시 적각동
51190	강원특별자치도 태백시 창죽동
51190	강원특별자치도 태백시 통동
51190	강원특별자치도 태백시 백산동
51190	강원특별자치도 태백시 원동
51190	강원특별자치도 태백시 상사미동
51190	강원특별자치도 태백시 하사미동
51190	강원특별자치도 태백시 조탄동
51210	강원특별자치도 속초시
51210	강원특별자치도 속초시 영랑동
51210	강원특별자치도 속초시 동명동
51210	강원특별자치도 속초시 중앙동
51210	강원특별자치도 속초시 금호동
51210	강원특별자치도 속초시 청학동
51210	강원특별자치도 속초시 교동
51210	강원특별자치도 속초시 노학동
51210	강원특별자치도 속초시 조양동
51210	강원특별자치도 속초시 청호동
51210	강원특별자치도 속초시 대포동
51210	강원특별자치도 속초시 도문동
51210	강원특별자치도 속초시 설악동
51210	강원특별자치도 속초시 장사동
51230	강원특별자치도 삼척시
51230	강원특별자치도 삼척시 성내동
51230	강원특별자치도 삼척시 성북동
51230	강원특별자치도 삼척시 읍상동
51230	강원특별자치도 삼척시 읍중동
51230	강원특별자치도 삼척시 당저동
51230	강원특별자치도 삼척시 교동
51230	강원특별자치도 삼척시 갈천동
51230	강원특별자치도 삼척시 증산동
51230	강원특별자치도 삼척시 우지동
51230	강원특별자치도 삼척시 마달동
51230	강원특별자치도 삼척시 자원동
51230	강원특별자치도 삼척시 평전동
51230	강원특별자치도 삼척시 등봉동
51230	강원특별자치도 삼척시 도경동
51230	강원특별자치도 삼척시 마평동
51230	강원특별자치도 삼척시 오사동
51230	강원특별자치도 삼척시 건지동
51230	강원특별자치도 삼척시 원당동
51230	강원특별자치도 삼척시 성남동
51230	강원특별자치도 삼척시 남양동
51230	강원특별자치도 삼척시 사직동
51230	강원특별자치도 삼척시 오분동
51230	강원특별자치도 삼척시 적노동
51230	강원특별자치도 삼척시 조비동
51230	강원특별자치도 삼척시 정상동
51230	강원특별자치도 삼척시 정하동
51230	강원특별자치도 삼척시 근산동
51230	강원특별자치도 삼척시 도계읍
51230	강원특별자치도 삼척시 원덕읍
51230	강원특별자치도 삼척시 근덕면
51230	강원특별자치도 삼척시 하장면
51230	강원특별자치도 삼척시 노곡면
51230	강원특별자치도 삼척시 미로면
51230	강원특별자치도 삼척시 가곡면
51230	강원특별자치도 삼척시 신기면
51720	강원특별자치도 홍천군
51730	강원특별자치도 횡성군
51750	강원특별자치도 영월군
51760	강원특별자치도 평창군
51770	강원특별자치도 정선군
51780	강원특별자치도 철원군
51790	강원특별자치도 화천군
51800	강원특별자치도 양구군
51810	강원특별자치도 인제군
51820	강원특별자치도 고성군
51830	강원특별자치도 양양군
52000	전북특별자치도
52110	전북특별자치도 전주시
52111	전북특별자치도 전주시 완산구
52113	전북특별자치도 전주시 덕진구
52130	전북특별자치도 군산시
52130	전북특별자치도 군산시 해망동
52130	전북특별자치도 군산시 신흥동
52130	전북특별자치도 군산시 금동
52130	전북특별자치도 군산시 월명동
52130	전북특별자치도 군산시 신창동
52130	전북특별자치도 군산시 오룡동
52130	전북특별자치도 군산시 금광동
52130	전북특별자치도 군산시 신풍동
52130	전북특별자치도 군산시 송풍동
52130	전북특별자치도 군산시 문화동
52130	전북특별자치도 군산시 삼학동
52130	전북특별자치도 군산시 선양동
52130	전북특별자치도 군산시 둔율동
52130	전북특별자치도 군산시 창성동
52130	전북특별자치도 군산시 명산동
52130	전북특별자치도 군산시 송창동
52130	전북특별자치도 군산시 개복동
52130	전북특별자치도 군산시 중앙로1가
52130	전북특별자치도 군산시 영화동
52130	전북특별자치도 군산시 장미동
52130	전북특별자치도 군산시 중앙로2가
52130	전북특별자치도 군산시 영동
52130	전북특별자치도 군산시 신영동
52130	전북특별자치도 군산시 죽성동
52130	전북특별자치도 군산시 평화동
52130	전북특별자치도 군산시 중앙로3가
52130	전북특별자치도 군산시 대명동
52130	전북특별자치도 군산시 장재동
52130	전북특별자치도 군산시 미원동
52130	전북특별자치도 군산시 중동
52130	전북특별자치도 군산시 금암동
52130	전북특별자치도 군산시 동흥남동
52130	전북특별자치도 군산시 서흥남동
52130	전북특별자치도 군산시 조촌동
52130	전북특별자치도 군산시 경장동
52130	전북특별자치도 군산시 경암동
52130	전북특별자치도 군산시 구암동
52130	전북특별자치도 군산시 내흥동
52130	전북특별자치도 군산시 개정동
52130	전북특별자치도 군산시 사정동
52130	전북특별자치도 군산시 수송동
52130	전북특별자치도 군산시 미장동
52130	전북특별자치도 군산시 지곡동
52130	전북특별자치도 군산시 나운동
52130	전북특별자치도 군산시 미룡동
52130	전북특별자치도 군산시 소룡동
52130	전북특별자치도 군산시 오식도동
52130	전북특별자치도 군산시 비응도동
52130	전북특별자치도 군산시 신관동
52130	전북특별자치도 군산시 개사동
52130	전북특별자치도 군산시 산북동
52130	전북특별자치도 군산시 내초동
52130	전북특별자치도 군산시 옥구읍
52130	전북특별자치도 군산시 옥산면
52130	전북특별자치도 군산시 회현면
52130	전북특별자치도 군산시 임피면
52130	전북특별자치도 군산시 서수면
52130	전북특별자치도 군산시 대야면
52130	전북특별자치도 군산시 개정면
52130	전북특별자치도 군산시 성산면
52130	전북특별자치도 군산시 나포면
52130	전북특별자치도 군산시 옥도면
52130	전북특별자치도 군산시 옥서면
52140	전북특별자치도 익산시
52140	전북특별자치도 익산시 창인동1가
52140	전북특별자치도 익산시 창인동2가
52140	전북특별자치도 익산시 중앙동1가
52140	전북특별자치도 익산시 중앙동2가
52140	전북특별자치도 익산시 중앙동3가
52140	전북특별자치도 익산시 평화동
52140	전북특별자치도 익산시 갈산동
52140	전북특별자치도 익산시 주현동
52140	전북특별자치도 익산시 인화동1가
52140	전북특별자치도 익산시 인화동2가
52140	전북특별자치도 익산시 동산동
52140	전북특별자치도 익산시 마동
52140	전북특별자치도 익산시 남중동
52140	전북특별자치도 익산시 모현동1가
52140	전북특별자치도 익산시 모현동2가
52140	전북특별자치도 익산시 송학동
52140	전북특별자치도 익산시 목천동
52140	전북특별자치도 익산시 만석동
52140	전북특별자치도 익산시 현영동
52140	전북특별자치도 익산시 신용동
52140	전북특별자치도 익산시 신동
52140	전북특별자치도 익산시 영등동
52140	전북특별자치도 익산시 어양동
52140	전북특별자치도 익산시 신흥동
52140	전북특별자치도 익산시 금강동
52140	전북특별자치도 익산시 석탄동
52140	전북특별자치도 익산시 팔봉동
52140	전북특별자치도 익산시 덕기동
52140	전북특별자치도 익산시 석왕동
52140	전북특별자치도 익산시 은기동
52140	전북특별자치도 익산시 정족동
52140	전북특별자치도 익산시 임상동
52140	전북특별자치도 익산시 월성동
52140	전북특별자치도 익산시 부송동
52140	전북특별자치도 익산시 용제동
52140	전북특별자치도 익산시 석암동
52140	전북특별자치도 익산시 함열읍
52140	전북특별자치도 익산시 오산면
52140	전북특별자치도 익산시 황등면
52140	전북특별자치도 익산시 함라면
52140	전북특별자치도 익산시 웅포면
52140	전북특별자치도 익산시 성당면
52140	전북특별자치도 익산시 용안면
52140	전북특별자치도 익산시 낭산면
52140	전북특별자치도 익산시 망성면
52140	전북특별자치도 익산시 여산면
52140	전북특별자치도 익산시 금마면
52140	전북특별자치도 익산시 왕궁면
52140	전북특별자치도 익산시 춘포면
52140	전북특별자치도 익산시 삼기면
52140	전북특별자치도 익산시 용동면
52180	전북특별자치도 정읍시
52180	전북특별자치도 정읍시 수성동
52180	전북특별자치도 정읍시 장명동
52180	전북특별자치도 정읍시 상동
52180	전북특별자치도 정읍시 시기동
52180	전북특별자치도 정읍시 연지동
52180	전북특별자치도 정읍시 농소동
52180	전북특별자치도 정읍시 하모동
52180	전북특별자치도 정읍시 상평동
52180	전북특별자치도 정읍시 과교동
52180	전북특별자치도 정읍시 삼산동
52180	전북특별자치도 정읍시 진산동
52180	전북특별자치도 정읍시 금붕동
52180	전북특별자치도 정읍시 송산동
52180	전북특별자치도 정읍시 신월동
52180	전북특별자치도 정읍시 용산동
52180	전북특별자치도 정읍시 교암동
52180	전북특별자치도 정읍시 부전동
52180	전북특별자치도 정읍시 쌍암동
52180	전북특별자치도 정읍시 내장동
52180	전북특별자치도 정읍시 영파동
52180	전북특별자치도 정읍시 하북동
52180	전북특별자치도 정읍시 구룡동
52180	전북특별자치도 정읍시 흑암동
52180	전북특별자치도 정읍시 용계동
52180	전북특별자치도 정읍시 공평동
52180	전북특별자치도 정읍시 망제동
52180	전북특별자치도 정읍시 신정동
52180	전북특별자치도 정읍시 신태인읍
52180	전북특별자치도 정읍시 북면
52180	전북특별자치도 정읍시 입암면
52180	전북특별자치도 정읍시 소성면
52180	전북특별자치도 정읍시 고부면
52180	전북특별자치도 정읍시 영원면
52180	전북특별자치도 정읍시 덕천면
52180	전북특별자치도 정읍시 이평면
52180	전북특별자치도 정읍시 정우면
52180	전북특별자치도 정읍시 태인면
52180	전북특별자치도 정읍시 감곡면
52180	전북특별자치도 정읍시 옹동면
52180	전북특별자치도 정읍시 칠보면
52180	전북특별자치도 정읍시 산내면
52180	전북특별자치도 정읍시 산외면
52190	전북특별자치도 남원시
52190	전북특별자치도 남원시 동충동
52190	전북특별자치도 남원시 하정동
52190	전북특별자치도 남원시 죽항동
52190	전북특별자치도 남원시 쌍교동
52190	전북특별자치도 남원시 천거동
52190	전북특별자치도 남원시 금동
52190	전북특별자치도 남원시 조산동
52190	전북특별자치도 남원시 왕정동
52190	전북특별자치도 남원시 신정동
52190	전북특별자치도 남원시 화정동
52190	전북특별자치도 남원시 향교동
52190	전북특별자치도 남원시 용정동
52190	전북특별자치도 남원시 광치동
52190	전북특별자치도 남원시 내척동
52190	전북특별자치도 남원시 산곡동
52190	전북특별자치도 남원시 도통동
52190	전북특별자치도 남원시 월락동
52190	전북특별자치도 남원시 고죽동
52190	전북특별자치도 남원시 식정동
52190	전북특별자치도 남원시 갈치동
52190	전북특별자치도 남원시 노암동
52190	전북특별자치도 남원시 어현동
52190	전북특별자치도 남원시 신촌동
52190	전북특별자치도 남원시 운봉읍
52190	전북특별자치도 남원시 주천면
52190	전북특별자치도 남원시 수지면
52190	전북특별자치도 남원시 송동면
52190	전북특별자치도 남원시 주생면
52190	전북특별자치도 남원시 금지면
52190	전북특별자치도 남원시 대강면
52190	전북특별자치도 남원시 대산면
52190	전북특별자치도 남원시 사매면
52190	전북특별자치도 남원시 덕과면
52190	전북특별자치도 남원시 보절면
52190	전북특별자치도 남원시 산동면
52190	전북특별자치도 남원시 이백면
52190	전북특별자치도 남원시 아영면
52190	전북특별자치도 남원시 산내면
52190	전북특별자치도 남원시 인월면
52210	전북특별자치도 김제시
52210	전북특별자치도 김제시 요촌동
52210	전북특별자치도 김제시 신풍동
52210	전북특별자치도 김제시 용동
52210	전북특별자치도 김제시 검산동
52210	전북특별자치도 김제시 순동
52210	전북특별자치도 김제시 백학동
52210	전북특별자치도 김제시 서암동
52210	전북특별자치도 김제시 신곡동
52210	전북특별자치도 김제시 교동
52210	전북특별자치도 김제시 옥산동
52210	전북특별자치도 김제시 갈공동
52210	전북특별자치도 김제시 하동
52210	전북특별자치도 김제시 흥사동
52210	전북특별자치도 김제시 상동동
52210	전북특별자치도 김제시 월성동
52210	전북특별자치도 김제시 황산동
52210	전북특별자치도 김제시 난봉동
52210	전북특별자치도 김제시 오정동
52210	전북특별자치도 김제시 복죽동
52210	전북특별자치도 김제시 입석동
52210	전북특별자치도 김제시 장화동
52210	전북특별자치도 김제시 신덕동
52210	전북특별자치도 김제시 월봉동
52210	전북특별자치도 김제시 신월동
52210	전북특별자치도 김제시 연정동
52210	전북특별자치도 김제시 명덕동
52210	전북특별자치도 김제시 제월동
52210	전북특별자치도 김제시 도장동
52210	전북특별자치도 김제시 서정동
52210	전북특별자치도 김제시 양전동
52210	전북특별자치도 김제시 만경읍
52210	전북특별자치도 김제시 죽산면
52210	전북특별자치도 김제시 백산면
52210	전북특별자치도 김제시 용지면
52210	전북특별자치도 김제시 백구면
52210	전북특별자치도 김제시 부량면
52210	전북특별자치도 김제시 공덕면
52210	전북특별자치도 김제시 청하면
52210	전북특별자치도 김제시 성덕면
52210	전북특별자치도 김제시 진봉면
52210	전북특별자치도 김제시 금구면
52210	전북특별자치도 김제시 봉남면
52210	전북특별자치도 김제시 황산면
52210	전북특별자치도 김제시 금산면
52210	전북특별자치도 김제시 광활면
52710	전북특별자치도 완주군
52720	전북특별자치도 진안군
52730	전북특별자치도 무주군
52740	전북특별자치도 장수군
52750	전북특별자치도 임실군
52770	전북특별자치도 순창군
52790	전북특별자치도 고창군
52800	전북특별자치도 부안군
